Author 1,Author 2
Zhuo Chen,Shujie Liu
Zhuo Chen,"M. Zhou,"
Jinyu Li,Chengyi Wang
Jinyu Li,Shujie Liu
Jinyu Li,"M. Zhou,"
Chengyi Wang,Shujie Liu
Chengyi Wang,"M. Zhou,"
Shujie Liu,"M. Zhou,"
Chengyi Wang,Yu Wu
Chengyi Wang,Shujie Liu
Chengyi Wang,Ming Zhou
Chengyi Wang,"Zhenglu Yang,"
Yu Wu,Shujie Liu
Yu Wu,Ming Zhou
Yu Wu,"Zhenglu Yang,"
Shujie Liu,Ming Zhou
Shujie Liu,"Zhenglu Yang,"
Mingjian Chen,Xu Tan
Mingjian Chen,Yi Ren
Mingjian Chen,Sheng Zhao
Xu Tan,Yi Ren
Xu Tan,Jin Xu
Xu Tan,Hao Sun
Xu Tan,Sheng Zhao
Xu Tan,"Tao Qin,"
Yi Ren,Jin Xu
Yi Ren,Hao Sun
Yi Ren,Sheng Zhao
Yi Ren,"Tao Qin,"
Jin Xu,Sheng Zhao
Hao Sun,Sheng Zhao
Sheng Zhao,"Tao Qin,"
Komal Florio,Valerio Basile
Valerio Basile,Marco Polignano
Valerio Basile,Pierpaolo Basile
Valerio Basile,"V. Patti,"
Prajwal K R,Rudrabha Mukhopadhyay
Prajwal K R,Vinay P. Namboodiri
Prajwal K R,"C. V. Jawahar,"
Rudrabha Mukhopadhyay,Vinay P. Namboodiri
Rudrabha Mukhopadhyay,"C. V. Jawahar,"
Vinay P. Namboodiri,"C. V. Jawahar,"
Ke Hu,Tara N. Sainath
Ke Hu,Ruoming Pang
Ke Hu,"Rohit Prabhavalkar,"
Tara N. Sainath,Ruoming Pang
Tara N. Sainath,"Rohit Prabhavalkar,"
Ruoming Pang,"Rohit Prabhavalkar,"
Xuankai Chang,Wangyou Zhang
Xuankai Chang,Y. Qian
Xuankai Chang,Jonathan Le Roux
Xuankai Chang,"Shinji Watanabe,"
Wangyou Zhang,Y. Qian
Wangyou Zhang,Jonathan Le Roux
Wangyou Zhang,"Shinji Watanabe,"
Y. Qian,Jonathan Le Roux
Y. Qian,"Shinji Watanabe,"
Xutai Ma,J. Pino
Xutai Ma,"Philipp Koehn,"
J. Pino,"Philipp Koehn,"
Zhong Meng,Naoyuki Kanda
Zhong Meng,Jinyu Li
S. Parthasarathy,Naoyuki Kanda
S. Parthasarathy,Jinyu Li
Eric Sun,Naoyuki Kanda
Eric Sun,Jinyu Li
Yashesh Gaur,Naoyuki Kanda
Yashesh Gaur,Jinyu Li
Naoyuki Kanda,Liang Lu
Naoyuki Kanda,Xie Chen
Naoyuki Kanda,Rui Zhao
Naoyuki Kanda,Jinyu Li
Naoyuki Kanda,"Y. Gong,"
Liang Lu,Jinyu Li
Xie Chen,Jinyu Li
Rui Zhao,Jinyu Li
Jinyu Li,"Y. Gong,"
Quan Wang,Yanzhang He
Quan Wang,Wei Li
I. Lopez-Moreno,Yanzhang He
I. Lopez-Moreno,Wei Li
Mert Saglam,Yanzhang He
Mert Saglam,Wei Li
K. Wilson,Yanzhang He
K. Wilson,Wei Li
Alan Chiao,Yanzhang He
Alan Chiao,Wei Li
Renjie Liu,Yanzhang He
Renjie Liu,Wei Li
Yanzhang He,Wei Li
Yanzhang He,Jason W. Pelecanos
Yanzhang He,M. Nika
Yanzhang He,"Alexander Gruenstein,"
Wei Li,Jason W. Pelecanos
Wei Li,M. Nika
Wei Li,"Alexander Gruenstein,"
Yu-An Chung,"James R. Glass,"
Jin Xu,Xu Tan
Jin Xu,Yi Ren
Jin Xu,Tao Qin
Jin Xu,Sheng Zhao
Xu Tan,Yi Ren
Xu Tan,Tao Qin
Xu Tan,Jian Li
Xu Tan,Sheng Zhao
Xu Tan,"Tie-Yan Liu,"
Yi Ren,Tao Qin
Yi Ren,Jian Li
Yi Ren,Sheng Zhao
Yi Ren,"Tie-Yan Liu,"
Tao Qin,Jian Li
Tao Qin,Sheng Zhao
Tao Qin,"Tie-Yan Liu,"
Jian Li,Sheng Zhao
Sheng Zhao,"Tie-Yan Liu,"
Arsha Nagrani,Joon Son Chung
Joon Son Chung,Samuel Albanie
Joon Son Chung,"Andrew Zisserman,"
Tu Nguyen,Alexei Baevski
Maureen de Seyssel,Alexei Baevski
Patricia Roz'e,Alexei Baevski
M. Rivi̬re,Alexei Baevski
Evgeny Kharitonov,Alexei Baevski
Alexei Baevski,Ewan Dunbar
Alexei Baevski,"Emmanuel Dupoux,"
Naoyuki Kanda,Yashesh Gaur
Naoyuki Kanda,Xiaofei Wang
Naoyuki Kanda,Zhong Meng
Naoyuki Kanda,"Takuya Yoshioka,"
Alexander H. Liu,Yu-An Chung
Yu-An Chung,"James R. Glass,"
Changhan Wang,Anne Wu
Changhan Wang,"J. Pino,"
Anne Wu,"J. Pino,"
Yi Ren,Jinglin Liu
Yi Ren,Xu Tan
Yi Ren,Chen Zhang
Yi Ren,Tao Qin
Yi Ren,Zhou Zhao
Yi Ren,"Tie-Yan Liu,"
Jinglin Liu,Xu Tan
Jinglin Liu,Tao Qin
Jinglin Liu,Zhou Zhao
Xu Tan,Chen Zhang
Xu Tan,Tao Qin
Xu Tan,Zhou Zhao
Xu Tan,"Tie-Yan Liu,"
Chen Zhang,Tao Qin
Chen Zhang,Zhou Zhao
Tao Qin,Zhou Zhao
Tao Qin,"Tie-Yan Liu,"
Zhou Zhao,"Tie-Yan Liu,"
Changhan Wang,Anne Wu
Changhan Wang,"J. Pino,"
Anne Wu,"J. Pino,"
Hang Le,J. Pino
Hang Le,Changhan Wang
Hang Le,Jiatao Gu
J. Pino,Changhan Wang
J. Pino,Jiatao Gu
J. Pino,D. Schwab
J. Pino,"L. Besacier,"
Changhan Wang,Jiatao Gu
Changhan Wang,D. Schwab
Changhan Wang,"L. Besacier,"
Jiatao Gu,D. Schwab
Jiatao Gu,"L. Besacier,"
M. Sanguinetti,G. Comandini
M. Sanguinetti,E. D. Nuovo
M. Sanguinetti,Simona Frenda
M. Sanguinetti,M. Stranisci
M. Sanguinetti,C. Bosco
M. Sanguinetti,Tommaso Caselli
M. Sanguinetti,V. Patti
M. Sanguinetti,"Irene Russo,"
G. Comandini,C. Bosco
G. Comandini,V. Patti
E. D. Nuovo,C. Bosco
E. D. Nuovo,V. Patti
Simona Frenda,C. Bosco
Simona Frenda,V. Patti
M. Stranisci,C. Bosco
M. Stranisci,V. Patti
C. Bosco,Tommaso Caselli
C. Bosco,V. Patti
C. Bosco,"Irene Russo,"
Tommaso Caselli,V. Patti
V. Patti,"Irene Russo,"
Changhan Wang,J. Pino
Changhan Wang,Anne Wu
Changhan Wang,"Jiatao Gu,"
J. Pino,Anne Wu
J. Pino,"Jiatao Gu,"
Anne Wu,"Jiatao Gu,"
Yan Zhao,Deliang Wang
Deliang Wang,Buye Xu
Deliang Wang,"T. Zhang,"
Desh Raj,Zhuo Chen
Desh Raj,Zili Huang
Desh Raj,Shinji Watanabe
Desh Raj,Takuya Yoshioka
Desh Raj,Naoyuki Kanda
Desh Raj,Jinyu Li
Pavel Denisov,Zhuo Chen
Pavel Denisov,Zili Huang
Pavel Denisov,Shinji Watanabe
Pavel Denisov,Takuya Yoshioka
Pavel Denisov,Naoyuki Kanda
Pavel Denisov,Jinyu Li
Zhuo Chen,Hakan Erdogan
Zhuo Chen,Zili Huang
Zhuo Chen,Maokui He
Zhuo Chen,Shinji Watanabe
Zhuo Chen,Jun Du
Zhuo Chen,Takuya Yoshioka
Zhuo Chen,Yi Luo
Zhuo Chen,Naoyuki Kanda
Zhuo Chen,Jinyu Li
Zhuo Chen,Scott Wisdom
Zhuo Chen,"J. Hershey,"
Hakan Erdogan,Zili Huang
Hakan Erdogan,Shinji Watanabe
Hakan Erdogan,Takuya Yoshioka
Hakan Erdogan,Naoyuki Kanda
Hakan Erdogan,Jinyu Li
Zili Huang,Maokui He
Zili Huang,Shinji Watanabe
Zili Huang,Jun Du
Zili Huang,Takuya Yoshioka
Zili Huang,Yi Luo
Zili Huang,Naoyuki Kanda
Zili Huang,Jinyu Li
Zili Huang,Scott Wisdom
Zili Huang,"J. Hershey,"
Maokui He,Shinji Watanabe
Maokui He,Takuya Yoshioka
Maokui He,Naoyuki Kanda
Maokui He,Jinyu Li
Shinji Watanabe,Jun Du
Shinji Watanabe,Takuya Yoshioka
Shinji Watanabe,Yi Luo
Shinji Watanabe,Naoyuki Kanda
Shinji Watanabe,Jinyu Li
Shinji Watanabe,Scott Wisdom
Shinji Watanabe,"J. Hershey,"
Jun Du,Takuya Yoshioka
Jun Du,Naoyuki Kanda
Jun Du,Jinyu Li
Takuya Yoshioka,Yi Luo
Takuya Yoshioka,Naoyuki Kanda
Takuya Yoshioka,Jinyu Li
Takuya Yoshioka,Scott Wisdom
Takuya Yoshioka,"J. Hershey,"
Yi Luo,Naoyuki Kanda
Yi Luo,Jinyu Li
Naoyuki Kanda,Jinyu Li
Naoyuki Kanda,Scott Wisdom
Naoyuki Kanda,"J. Hershey,"
Jinyu Li,Scott Wisdom
Jinyu Li,"J. Hershey,"
J. Yu,Jian Wu
Shi-Xiong Zhang,Jian Wu
Jian Wu,Shahram Ghorbani
Jian Wu,Bo Wu
Jian Wu,Shiyin Kang
Jian Wu,Shansong Liu
Jian Wu,Xunying Liu
Jian Wu,H. Meng
Jian Wu,"Dong Yu,"
R. Haeb-Umbach,Shinji Watanabe
Jahn Heymann,Shinji Watanabe
Lukas Drude,Shinji Watanabe
Shinji Watanabe,Marc Delcroix
Shinji Watanabe,Tomohiro Nakatani Paderborn University
Shinji Watanabe,H Germany
Shinji Watanabe,A. Aachen
Shinji Watanabe,J. University
Shinji Watanabe,Baltimore.
Shinji Watanabe,Usa
Shinji Watanabe,Ntt Communication Science Laboratories
Shinji Watanabe,Kyoto
Shinji Watanabe,"Japan.,"
M. Abkarian,"H. Stone,"
J. Pino,Qiantong Xu
J. Pino,Xutai Ma
J. Pino,M. Dousti
J. Pino,"Yun Tang,"
Qiantong Xu,Xutai Ma
Qiantong Xu,M. Dousti
Qiantong Xu,"Yun Tang,"
Xutai Ma,M. Dousti
Xutai Ma,"Yun Tang,"
Yun Tang,J. Pino
Yun Tang,Changhan Wang
Yun Tang,Xutai Ma
Yun Tang,"Dmitriy Genzel,"
J. Pino,Changhan Wang
J. Pino,Xutai Ma
J. Pino,"Dmitriy Genzel,"
Changhan Wang,Xutai Ma
Changhan Wang,"Dmitriy Genzel,"
Xutai Ma,"Dmitriy Genzel,"
Chenda Li,Jing Shi
Chenda Li,Wangyou Zhang
Chenda Li,A. Subramanian
Chenda Li,Xuankai Chang
Chenda Li,Naoyuki Kamo
Chenda Li,Moto Hira
Chenda Li,Tomoki Hayashi
Chenda Li,Christoph Boeddeker
Chenda Li,Zhuo Chen
Chenda Li,"Shinji Watanabe,"
Jing Shi,Wangyou Zhang
Jing Shi,A. Subramanian
Jing Shi,Xuankai Chang
Jing Shi,Naoyuki Kamo
Jing Shi,Moto Hira
Jing Shi,Tomoki Hayashi
Jing Shi,Christoph Boeddeker
Jing Shi,Zhuo Chen
Jing Shi,"Shinji Watanabe,"
Wangyou Zhang,A. Subramanian
Wangyou Zhang,Xuankai Chang
Wangyou Zhang,Naoyuki Kamo
Wangyou Zhang,Moto Hira
Wangyou Zhang,Tomoki Hayashi
Wangyou Zhang,Christoph Boeddeker
Wangyou Zhang,Zhuo Chen
Wangyou Zhang,"Shinji Watanabe,"
A. Subramanian,Xuankai Chang
A. Subramanian,Naoyuki Kamo
A. Subramanian,Tomoki Hayashi
A. Subramanian,Zhuo Chen
Xuankai Chang,Naoyuki Kamo
Xuankai Chang,Moto Hira
Xuankai Chang,Tomoki Hayashi
Xuankai Chang,Christoph Boeddeker
Xuankai Chang,Zhuo Chen
Xuankai Chang,"Shinji Watanabe,"
Naoyuki Kamo,Moto Hira
Naoyuki Kamo,Tomoki Hayashi
Naoyuki Kamo,Christoph Boeddeker
Naoyuki Kamo,Zhuo Chen
Naoyuki Kamo,"Shinji Watanabe,"
Moto Hira,Tomoki Hayashi
Moto Hira,Zhuo Chen
Tomoki Hayashi,Christoph Boeddeker
Tomoki Hayashi,Zhuo Chen
Tomoki Hayashi,"Shinji Watanabe,"
Christoph Boeddeker,Zhuo Chen
Zhuo Chen,"Shinji Watanabe,"
Soo-Whan Chung,Joon Son Chung
Soyeon Choe,Joon Son Chung
Joon Son Chung,"Hong-Goo Kang,"
Savvas Zannettou,Mai ElSherief
Savvas Zannettou,E. Belding-Royer
Savvas Zannettou,Shirin Nilizadeh
Savvas Zannettou,"G. Stringhini,"
Cheng-I Lai,Yung-Sung Chuang
Cheng-I Lai,Hung-yi Lee
Cheng-I Lai,Shang-Wen Li
Cheng-I Lai,"James R. Glass,"
Yung-Sung Chuang,Hung-yi Lee
Yung-Sung Chuang,Shang-Wen Li
Yung-Sung Chuang,"James R. Glass,"
Hung-yi Lee,Shang-Wen Li
Hung-yi Lee,"James R. Glass,"
Shang-Wen Li,"James R. Glass,"
Gary Wang,Yu Zhang
Gary Wang,Yonghui Wu
A. Rosenberg,Yu Zhang
A. Rosenberg,Yonghui Wu
Zhehuai Chen,Yu Zhang
Zhehuai Chen,Yonghui Wu
Yu Zhang,B. Ramabhadran
Yu Zhang,Yonghui Wu
Yu Zhang,"P. Moreno,"
B. Ramabhadran,Yonghui Wu
Yonghui Wu,"P. Moreno,"
Wei-Ning Hsu,Ann Lee
Wei-Ning Hsu,Gabriel Synnaeve
Wei-Ning Hsu,"Awni Y. Hannun,"
Ann Lee,Gabriel Synnaeve
Ann Lee,"Awni Y. Hannun,"
Gabriel Synnaeve,"Awni Y. Hannun,"
P. Bell,Jinyu Li
Joachim Fainberg,Jinyu Li
Ondrej Klejch,Jinyu Li
Jinyu Li,S. Renals
Jinyu Li,"P. Swietojanski,"
Vineel Pratap,Qiantong Xu
Vineel Pratap,Jacob Kahn
Vineel Pratap,Gilad Avidov
Vineel Pratap,T. Likhomanenko
Vineel Pratap,Awni Y. Hannun
Vineel Pratap,Vitaliy Liptchinsky
Vineel Pratap,Gabriel Synnaeve
Vineel Pratap,"Ronan Collobert,"
Qiantong Xu,Jacob Kahn
Qiantong Xu,Gilad Avidov
Qiantong Xu,T. Likhomanenko
Qiantong Xu,Awni Y. Hannun
Qiantong Xu,Vitaliy Liptchinsky
Qiantong Xu,Gabriel Synnaeve
Qiantong Xu,"Ronan Collobert,"
Jacob Kahn,Gabriel Synnaeve
Gilad Avidov,Gabriel Synnaeve
T. Likhomanenko,Gabriel Synnaeve
Awni Y. Hannun,Gabriel Synnaeve
Vitaliy Liptchinsky,Gabriel Synnaeve
Gabriel Synnaeve,"Ronan Collobert,"
Anne Wu,Changhan Wang
Anne Wu,J. Pino
Anne Wu,"Jiatao Gu,"
Changhan Wang,J. Pino
Changhan Wang,"Jiatao Gu,"
J. Pino,"Jiatao Gu,"
Anshuman Tripathi,Jaeyoung Kim
Anshuman Tripathi,Qian Zhang
Anshuman Tripathi,Han Lu
Anshuman Tripathi,"H. Sak,"
Jaeyoung Kim,Qian Zhang
Jaeyoung Kim,Han Lu
Qian Zhang,Han Lu
Qian Zhang,"H. Sak,"
Han Lu,"H. Sak,"
Wei-Ning Hsu,David F. Harwath
Wei-Ning Hsu,Christopher Song
Wei-Ning Hsu,"James R. Glass,"
Zhaofeng Wu,Ding Zhao
Zhaofeng Wu,Qiao Liang
Zhaofeng Wu,Jiahui Yu
Zhaofeng Wu,Anmol Gulati
Ding Zhao,Qiao Liang
Ding Zhao,Jiahui Yu
Ding Zhao,Anmol Gulati
Ding Zhao,"Ruoming Pang,"
Qiao Liang,Jiahui Yu
Qiao Liang,Anmol Gulati
Qiao Liang,"Ruoming Pang,"
Jiahui Yu,Anmol Gulati
Jiahui Yu,"Ruoming Pang,"
Anmol Gulati,"Ruoming Pang,"
Anshuman Tripathi,Jaeyoung Kim
Anshuman Tripathi,Qian Zhang
Anshuman Tripathi,Han Lu
Anshuman Tripathi,"H. Sak,"
Jaeyoung Kim,Qian Zhang
Jaeyoung Kim,Han Lu
Qian Zhang,Han Lu
Qian Zhang,"H. Sak,"
Han Lu,"H. Sak,"
Zhaofeng Wu,Ding Zhao
Zhaofeng Wu,Qiao Liang
Zhaofeng Wu,Jiahui Yu
Zhaofeng Wu,Anmol Gulati
Ding Zhao,Qiao Liang
Ding Zhao,Jiahui Yu
Ding Zhao,Anmol Gulati
Ding Zhao,"Ruoming Pang,"
Qiao Liang,Jiahui Yu
Qiao Liang,Anmol Gulati
Qiao Liang,"Ruoming Pang,"
Jiahui Yu,Anmol Gulati
Jiahui Yu,"Ruoming Pang,"
Anmol Gulati,"Ruoming Pang,"
Ngoc-Quan Pham,T. Nguyen
Thanh-Le Ha,T. Nguyen
Tuan-Nam Nguyen,T. Nguyen
T. Nguyen,Elizabeth Salesky
T. Nguyen,S. Stueker
T. Nguyen,J. Niehues
T. Nguyen,"A. Waibel,"
P. Rani,Bharathi Raja Chakravarthi
Shardul Suryawanshi,Bharathi Raja Chakravarthi
Koustava Goswami,Bharathi Raja Chakravarthi
Bharathi Raja Chakravarthi,Theodorus Fransen
Bharathi Raja Chakravarthi,"John P. McCrae,"
Anshuman Tripathi,Han Lu
Anshuman Tripathi,"H. Sak,"
Han Lu,"H. Sak,"
Dongmei Wang,Zhuo Chen
Zhuo Chen,"Takuya Yoshioka,"
A. Subramanian,Shinji Watanabe
Chao Weng,Shinji Watanabe
Meng Yu,Shinji Watanabe
Shi-Xiong Zhang,Shinji Watanabe
Yong Xu,Shinji Watanabe
Shinji Watanabe,"Dong Yu,"
Qiujia Li,Yu Zhang
Qiujia Li,Bo Li
Qiujia Li,Yanzhang He
David Qiu,Yu Zhang
David Qiu,Bo Li
David Qiu,Yanzhang He
Yu Zhang,Bo Li
Yu Zhang,Yanzhang He
Yu Zhang,P. Woodland
Yu Zhang,Liangliang Cao
Yu Zhang,"Trevor Strohman,"
Bo Li,Yanzhang He
Bo Li,P. Woodland
Bo Li,Liangliang Cao
Bo Li,"Trevor Strohman,"
Yanzhang He,P. Woodland
Yanzhang He,Liangliang Cao
Yanzhang He,"Trevor Strohman,"
Sameer Khurana,Wei-Ning Hsu
Antoine Laurent,Wei-Ning Hsu
Wei-Ning Hsu,J. Chorowski
Wei-Ning Hsu,Adrian Lancucki
Wei-Ning Hsu,R. Marxer
Wei-Ning Hsu,"James R. Glass,"
Feifei Xiong,J. Barker
J. Barker,Zhengjun Yue
J. Barker,"H. Christensen,"
T. Nguyen,S. Stueker
T. Nguyen,"A. Waibel,"
Chen Zhang,Xu Tan
Chen Zhang,Yi Ren
Chen Zhang,Tao Qin
Xu Tan,Yi Ren
Xu Tan,Tao Qin
Xu Tan,Ke-jun Zhang
Xu Tan,"Tie-Yan Liu,"
Yi Ren,Tao Qin
Yi Ren,Ke-jun Zhang
Yi Ren,"Tie-Yan Liu,"
Tao Qin,Ke-jun Zhang
Tao Qin,"Tie-Yan Liu,"
Xutai Ma,Yongqiang Wang
Xutai Ma,M. Dousti
Xutai Ma,Philipp Koehn
Xutai Ma,"J. Pino,"
Shubhanker Banerjee,Bharathi Raja Chakravarthi
Bharathi Raja Chakravarthi,"John P. McCrae,"
Xin Wang,Shinji Takaki
Xin Wang,J. Yamagishi
Xin Wang,Simon King
Xin Wang,"K. Tokuda,"
Jinyu Li,Rui Zhao
Jinyu Li,Eric Sun
Jinyu Li,J. H. M. Wong
Jinyu Li,Amit Das
Jinyu Li,Zhong Meng
Jinyu Li,"Y. Gong,"
Chen Zhang,Yi Ren
Chen Zhang,Xu Tan
Chen Zhang,Tao Qin
Chen Zhang,Sheng Zhao
Yi Ren,Xu Tan
Yi Ren,Jinglin Liu
Yi Ren,Ke-jun Zhang
Yi Ren,Tao Qin
Yi Ren,Sheng Zhao
Yi Ren,"Tie-Yan Liu,"
Xu Tan,Jinglin Liu
Xu Tan,Ke-jun Zhang
Xu Tan,Tao Qin
Xu Tan,Sheng Zhao
Xu Tan,"Tie-Yan Liu,"
Jinglin Liu,Tao Qin
Jinglin Liu,Sheng Zhao
Ke-jun Zhang,Tao Qin
Ke-jun Zhang,Sheng Zhao
Tao Qin,Sheng Zhao
Tao Qin,"Tie-Yan Liu,"
Sheng Zhao,"Tie-Yan Liu,"
Jinyu Li,Rui Zhao
Jinyu Li,Eric Sun
Jinyu Li,J. H. M. Wong
Jinyu Li,Amit Das
Jinyu Li,Zhong Meng
Jinyu Li,"Y. Gong,"
Wangyou Zhang,A. Subramanian
Wangyou Zhang,Xuankai Chang
Wangyou Zhang,Shinji Watanabe
Wangyou Zhang,"Y. Qian,"
A. Subramanian,Xuankai Chang
A. Subramanian,Shinji Watanabe
Xuankai Chang,Shinji Watanabe
Xuankai Chang,"Y. Qian,"
Shinji Watanabe,"Y. Qian,"
Hu Hu,Jinyu Li
Rui Zhao,Jinyu Li
Jinyu Li,Liang Lu
Jinyu Li,"Y. Gong,"
Yan Huang,Jinyu Li
Lei He,Jinyu Li
Wenning Wei,Jinyu Li
W. Gale,Jinyu Li
Jinyu Li,"Y. Gong,"
Chenda Li,"Y. Qian,"
Wen-Chin Huang,Tomoki Hayashi
Yi-Chiao Wu,Tomoki Hayashi
Tomoki Hayashi,"T. Toda,"
Christoph Boeddeker,Wangyou Zhang
Christoph Boeddeker,Naoyuki Kamo
Christoph Boeddeker,Y. Qian
Wangyou Zhang,T. Nakatani
Wangyou Zhang,K. Kinoshita
Wangyou Zhang,Tsubasa Ochiai
Wangyou Zhang,Marc Delcroix
Wangyou Zhang,Naoyuki Kamo
Wangyou Zhang,Y. Qian
Wangyou Zhang,"R. Haeb-Umbach,"
T. Nakatani,Naoyuki Kamo
T. Nakatani,Y. Qian
K. Kinoshita,Naoyuki Kamo
K. Kinoshita,Y. Qian
Tsubasa Ochiai,Naoyuki Kamo
Tsubasa Ochiai,Y. Qian
Marc Delcroix,Naoyuki Kamo
Marc Delcroix,Y. Qian
Naoyuki Kamo,Y. Qian
Naoyuki Kamo,"R. Haeb-Umbach,"
Y. Qian,"R. Haeb-Umbach,"
Titouan Parcollet,Mohamed Morchid
Titouan Parcollet,"G. Linar̬s,"
Takenori Yoshimura,Tomoki Hayashi
Tomoki Hayashi,K. Takeda
Tomoki Hayashi,"Shinji Watanabe,"
Sanyuan Chen,Yu Wu
Sanyuan Chen,Zhuo Chen
Sanyuan Chen,Takuya Yoshioka
Sanyuan Chen,Shujie Liu
Sanyuan Chen,"Jinyu Li,"
Yu Wu,Zhuo Chen
Yu Wu,Takuya Yoshioka
Yu Wu,Shujie Liu
Yu Wu,"Jinyu Li,"
Zhuo Chen,Takuya Yoshioka
Zhuo Chen,Shujie Liu
Zhuo Chen,"Jinyu Li,"
Takuya Yoshioka,Shujie Liu
Takuya Yoshioka,"Jinyu Li,"
Shujie Liu,"Jinyu Li,"
Zhehuai Chen,Yu Zhang
A. Rosenberg,Yu Zhang
Yu Zhang,Gary Wang
Yu Zhang,B. Ramabhadran
Yu Zhang,"P. Moreno,"
Thibault Doutre,Wei Han
Thibault Doutre,C. Chiu
Thibault Doutre,Ruoming Pang
Thibault Doutre,A. Narayanan
Thibault Doutre,Yu Zhang
Wei Han,Min Ma
Wei Han,Zhiyun Lu
Wei Han,C. Chiu
Wei Han,Ruoming Pang
Wei Han,A. Narayanan
Wei Han,Ananya Misra
Wei Han,Yu Zhang
Wei Han,"Liangliang Cao,"
Min Ma,C. Chiu
Min Ma,Ruoming Pang
Min Ma,A. Narayanan
Min Ma,Yu Zhang
Zhiyun Lu,C. Chiu
Zhiyun Lu,Ruoming Pang
Zhiyun Lu,A. Narayanan
Zhiyun Lu,Yu Zhang
C. Chiu,Ruoming Pang
C. Chiu,A. Narayanan
C. Chiu,Ananya Misra
C. Chiu,Yu Zhang
C. Chiu,"Liangliang Cao,"
Ruoming Pang,A. Narayanan
Ruoming Pang,Ananya Misra
Ruoming Pang,Yu Zhang
Ruoming Pang,"Liangliang Cao,"
A. Narayanan,Ananya Misra
A. Narayanan,Yu Zhang
A. Narayanan,"Liangliang Cao,"
Ananya Misra,Yu Zhang
Yu Zhang,"Liangliang Cao,"
Yu-An Chung,Yonatan Belinkov
Yu-An Chung,"James R. Glass,"
Yi Zhao,Cheng-I Lai
Haoyu Li,Cheng-I Lai
Cheng-I Lai,Jennifer Williams
Cheng-I Lai,Erica Cooper
Cheng-I Lai,"J. Yamagishi,"
Paul-Gauthier No̩,Titouan Parcollet
Titouan Parcollet,"Mohamed Morchid,"
Jing Shi,Jiaming Xu
Jing Shi,Yusuke Fujita
Jing Shi,Shinji Watanabe
Jing Shi,"Bo Xu,"
Jiaming Xu,Shinji Watanabe
Yusuke Fujita,Shinji Watanabe
Shinji Watanabe,"Bo Xu,"
H. Inaguma,Yosuke Higuchi
H. Inaguma,Kevin Duh
H. Inaguma,Tatsuya Kawahara
H. Inaguma,"Shinji Watanabe,"
Yosuke Higuchi,Kevin Duh
Yosuke Higuchi,Tatsuya Kawahara
Yosuke Higuchi,"Shinji Watanabe,"
Wangyou Zhang,Xuankai Chang
Wangyou Zhang,Y. Qian
Wangyou Zhang,"Shinji Watanabe,"
Xuankai Chang,Y. Qian
Xuankai Chang,"Shinji Watanabe,"
Y. Qian,"Shinji Watanabe,"
Yusuke Yasuda,Xin Wang
Xin Wang,"J. Yamagishi,"
Xu Tan,"Xiao-Lei Zhang,"
Eva Sharma,Jian Wu
Guoli Ye,Jian Wu
Wenning Wei,Jian Wu
Rui Zhao,Jian Wu
Yao Tian,Jian Wu
Jian Wu,Lei He
Jian Wu,Ed Lin
Jian Wu,"Y. Gong,"
O. Scharenborg,Emmanuel Dupoux
Lucas Ondel,Emmanuel Dupoux
Shruti Palaskar,Emmanuel Dupoux
Philip Arthur,Emmanuel Dupoux
Francesco Ciannella,Emmanuel Dupoux
Mingxing Du,Emmanuel Dupoux
Elin Larsen,Emmanuel Dupoux
Danny Merkx,Emmanuel Dupoux
Rachid Riad,Emmanuel Dupoux
Liming Wang,Emmanuel Dupoux
Emmanuel Dupoux,L. Besacier
Emmanuel Dupoux,A. Black
Emmanuel Dupoux,M. Hasegawa-Johnson
Emmanuel Dupoux,Florian Metze
Emmanuel Dupoux,Graham Neubig
Emmanuel Dupoux,S. Stueker
Emmanuel Dupoux,Pierre Godard
Emmanuel Dupoux,"Markus Mueller,"
Katsuki Inoue,Tomoki Hayashi
Sunao Hara,Tomoki Hayashi
M. Abe,Tomoki Hayashi
Tomoki Hayashi,Ryuichi Yamamoto
Tomoki Hayashi,"Shinji Watanabe,"
Sicheng Wang,Wei Li
Wei Li,S. M. Siniscalchi
Wei Li,"Chin-Hui Lee,"
Yougen Yuan,Lei Xie
Lei Xie,C. Leung
Lei Xie,Hongjie Chen
Lei Xie,"B. Ma,"
Ravindra Yadav,Vinay P. Namboodiri
Ashish Sardana,Vinay P. Namboodiri
Vinay P. Namboodiri,"R. Hegde,"
Fan Yang,Ziteng Wang
Fan Yang,Junfeng Li
Fan Yang,Risheng Xia
Fan Yang,"Yonghong Yan,"
Peidong Wang,Zhuo Chen
Peidong Wang,Deliang Wang
Peidong Wang,Jinyu Li
Zhuo Chen,Deliang Wang
Zhuo Chen,Jinyu Li
Zhuo Chen,"Y. Gong,"
Deliang Wang,Jinyu Li
Deliang Wang,"Y. Gong,"
Jinyu Li,"Y. Gong,"
Matthew Maciejewski,Jing Shi
Matthew Maciejewski,Shinji Watanabe
Jing Shi,Shinji Watanabe
Jing Shi,"S. Khudanpur,"
Shinji Watanabe,"S. Khudanpur,"
Peter William VanHarn Plantinga,Deblin Bagchi
Peter William VanHarn Plantinga,"E. Fosler-Lussier,"
Ke Tan,"Deliang Wang,"
Peng Qi,Yuhao Zhang
Peng Qi,Yuhui Zhang
Peng Qi,Jason Bolton
Peng Qi,"Christopher D. Manning,"
